country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_market,abs_reason_travelled,abs_reason_farm,abs_reason_other,abs_reason_school,abs_reason_in_playground,nc_reason_no_care_giver_consent,nc_reason_religious_cultural,nc_reason_vaccines_safety,nc_reason_others,nc_reason_too_many_rnd,nc_reason_no_felt_need,nc_reason_covid_19,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
TOGO,CENTRALE,SOTOUBOUA,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,30,30,60,30,28,58,2,Pass,high,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
TOGO,CENTRALE,SOTOUBOUA,nOPV2022,nOPV2,Rnd2,21,2022-10-15T00:00:00Z,2022-10-19,2022-10-20,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,CENTRALE,TCHAMBA,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,19,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,CENTRALE,TCHAMBA,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,CENTRALE,TCHAMBA,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,25,35,60,22,30,52,8,Fail,moderate,0,1,5,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12.5,62.5,0,0,25,0,0.13
TOGO,CENTRALE,TCHAMBA,nOPV2022,nOPV2,Rnd2,21,2022-10-15T00:00:00Z,2022-10-19,2022-10-20,33,27,60,32,25,57,3,Pass,high,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.05
TOGO,CENTRALE,TCHAOUDJO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,25,35,60,23,32,55,5,Fail,moderate,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.08
TOGO,CENTRALE,TCHAOUDJO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,25,35,60,24,34,58,2,Pass,high,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
TOGO,CENTRALE,TCHAOUDJO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,27,33,60,23,27,50,10,Fail,poor,2,1,1,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,20,10,10,0,0,60,0,0.17
TOGO,CENTRALE,TCHAOUDJO,nOPV2022,nOPV2,Rnd2,21,2022-10-15T00:00:00Z,2022-10-19,2022-10-20,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,GRAND LOME,AGOE NYIVE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,27,33,60,25,29,54,6,Fail,moderate,2,1,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33.33,16.67,0,0,0,50,0,0.1
TOGO,GRAND LOME,AGOE NYIVE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,29,31,60,29,30,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0.02
TOGO,GRAND LOME,GOLFE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,22,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,28,32,60,21,25,46,14,Fail,poor,4,0,6,0,0,4,0,0,2,0,0,0,4,0,3,0,1,0,0,0,0,28.57,0,42.86,0,0,28.57,0,0.23
TOGO,GRAND LOME,GOLFE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,29,31,60,28,31,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TOGO,GRAND_LOME,AGOE NYIVE,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,34,26,60,32,19,51,9,Fail,poor,1,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.11,66.67,11.11,0,0,0,11.11,0.15
TOGO,GRAND_LOME,AGOE NYIVE,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,31,29,60,28,28,56,4,Fail,moderate,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,75,0,0,0,0,0,0.07
TOGO,GRAND_LOME,GOLFE,nOPV2022,nOPV2,Rnd1,22,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,24,25,49,11,Fail,poor,4,0,6,0,0,0,1,0,3,0,0,0,0,3,4,0,0,0,0,0,0,36.36,0,54.55,0,0,0,9.09,0.18
TOGO,GRAND_LOME,GOLFE,nOPV2022,nOPV2,Rnd2,19,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,30,30,60,25,23,48,12,Fail,poor,1,4,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,8.33,33.33,58.33,0,0,0,0,0.2
TOGO,KARA,ASSOLI,"",,"",21,2020-02-27T00:00:00Z,2020-03-02,2020-03-03,27,33,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,ASSOLI,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,41,19,60,38,17,55,5,Fail,moderate,0,0,4,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,20,0.08
TOGO,KARA,ASSOLI,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,ASSOLI,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,ASSOLI,nOPV2022,nOPV2,Rnd2,23,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BASSAR,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,11,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BASSAR,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,12,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BASSAR,nOPV2022,nOPV2,Rnd1,12,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BASSAR,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-25,28,32,60,27,32,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,BINAH,"",,"",21,2020-02-27T00:00:00Z,2020-03-02,2020-03-02,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BINAH,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,34,26,60,34,24,58,2,Pass,high,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,KARA,BINAH,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,BINAH,nOPV2022,nOPV2,Rnd1,10,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,33,27,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,BINAH,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-19,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,DANKPEN,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,29,31,60,28,31,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
TOGO,KARA,DANKPEN,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,DANKPEN,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,31,29,60,30,29,59,1,Pass,high,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100,0,0,0,0,0,0,0.02
TOGO,KARA,DANKPEN,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,41,19,60,41,19,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,DOUFELGOU,"",,"",21,2020-02-28T00:00:00Z,2020-03-03,2020-03-04,32,28,60,31,28,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,DOUFELGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,31,29,60,30,29,59,1,Pass,high,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.02
TOGO,KARA,DOUFELGOU,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,DOUFELGOU,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,DOUFELGOU,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KERAN,"",,"",21,2020-02-27T00:00:00Z,2020-03-02,2020-03-04,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KERAN,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KERAN,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,34,26,60,33,25,58,2,Pass,high,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
TOGO,KARA,KERAN,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KERAN,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KOZAH,"",,"",21,2020-02-28T00:00:00Z,2020-03-03,2020-03-04,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KOZAH,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KOZAH,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,KARA,KOZAH,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,31,29,60,30,29,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,KARA,KOZAH,nOPV2022,nOPV2,Rnd2,21,2022-10-14T00:00:00Z,2022-10-18,2022-10-20,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,LOMÉ,DISTRICT I,GOLFE,nOPV2,Rnd1,25,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,28,32,60,19,25,44,16,Fail,poor,2,4,6,0,0,1,3,0,2,4,0,0,0,0,1,0,1,0,0,0,0,12.5,25,37.5,0,0,6.25,18.75,0.27
TOGO,LOMÉ,DISTRICT I,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-02,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,LOMÉ,DISTRICT II,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,36,24,60,24,18,42,18,Fail,poor,9,0,8,0,1,0,0,0,7,1,0,0,0,0,7,0,0,0,0,2,0,50,0,44.44,0,5.56,0,0,0.3
TOGO,LOMÉ,DISTRICT II,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,33,27,60,32,26,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
TOGO,LOMÉ,DISTRICT III,GOLFE,nOPV2,Rnd1,20,2020-09-25T00:00:00Z,2020-09-29,2020-09-30,30,30,60,25,20,45,15,Fail,poor,9,0,6,0,0,0,0,0,2,3,0,1,0,0,1,0,6,0,0,0,2,60,0,40,0,0,0,0,0.25
TOGO,LOMÉ,DISTRICT III,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,31,29,60,30,28,58,2,Pass,high,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,50,0,0,0,0,0,0.03
TOGO,LOMÉ,DISTRICT IV,GOLFE,nOPV2,Rnd1,17,2020-09-25T00:00:00Z,2020-09-29,2020-09-30,38,22,60,27,16,43,17,Fail,poor,12,0,1,0,0,4,0,0,0,1,0,0,0,0,1,0,3,5,0,0,3,70.59,0,5.88,0,0,23.53,0,0.28
TOGO,LOMÉ,DISTRICT IV,GOLFE,nOPV2,Rnd2,21,2020-11-29T00:00:00Z,2020-12-03,2020-12-03,24,36,60,24,35,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
TOGO,LOMÉ,DISTRICT V,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,31,29,60,18,12,30,30,Fail,very poor,17,4,9,0,0,0,0,0,7,2,0,0,0,0,7,0,3,0,0,1,6,56.67,13.33,30,0,0,0,0,0.5
TOGO,LOMÉ,DISTRICT V,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,27,33,60,26,31,57,3,Pass,high,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,66.67,0,33.33,0,0,0,0,0.05
TOGO,MARITIME,AGOE NYIVE,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,32,28,60,23,17,40,20,Fail,very poor,8,3,4,0,0,4,1,0,2,1,0,0,0,1,1,0,4,0,1,0,2,40,15,20,0,0,20,5,0.33
TOGO,MARITIME,AGOE NYIVE,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,22,38,60,22,35,57,3,Pass,high,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0,0.05
TOGO,MARITIME,AVE,GOLFE,nOPV2,Rnd1,21,2020-09-26T00:00:00Z,2020-09-30,2020-10-01,26,34,60,26,31,57,3,Pass,high,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,66.67,0,0,0,0,33.33,0,0.05
TOGO,MARITIME,AVE,GOLFE,nOPV2,Rnd2,20,2020-11-28T00:00:00Z,2020-12-02,2020-12-02,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,AVE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,AVE,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,AVE,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-22,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,AVE,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,33,27,60,32,27,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
TOGO,MARITIME,BAS MONO,GOLFE,nOPV2,Rnd1,21,2020-09-25T00:00:00Z,2020-09-29,2020-10-01,34,26,60,32,26,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
TOGO,MARITIME,BAS MONO,GOLFE,nOPV2,Rnd2,21,2020-11-28T00:00:00Z,2020-12-02,2020-12-03,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,BAS MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd1,21,2026-03-12T00:00:00Z,2026-03-16,2026-03-17,22,38,60,21,33,54,6,Fail,moderate,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83.33,16.67,0,0,0,0,0.1
TOGO,MARITIME,BAS MONO,TOG-2025-11-01_nOPV_sNIDs,nOPV2,Rnd2,21,2026-04-16T00:00:00Z,2026-04-20,2026-04-21,34,26,60,34,25,59,1,Pass,high,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
TOGO,MARITIME,BAS MONO,nOPV2022,nOPV2,Rnd1,21,2022-08-16T00:00:00Z,2022-08-20,2022-08-21,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,BAS MONO,nOPV2022,nOPV2,Rnd2,21,2022-10-16T00:00:00Z,2022-10-20,2022-10-21,24,36,60,24,36,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOGO,MARITIME,GOLFE,GOLFE,nOPV2,Rnd1,20,2020-09-25T00:00:00Z,2020-09-29,2020-09-30,34,26,60,31,21,52,8,Fail,moderate,6,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,75,0,0,0,0,12.5,12.5,0.13
